,hash,type-int16,type-float16,type-int32,type-float32,type-int64,type-float64,type-complex64,type-longfloat,type-complex128,type-complex256
49,798aee26bdb9dcc0e806ca9271f0f98297188dec,3.6592164888263e-05,4.2601909794315115e-05,3.634866501670331e-05,4.238474029143406e-05,2.18750947318451e-06,3.2408267606434702e-06,4.357905305294814e-05,3.2631906350004857e-06,2.9000321291128953e-06,3.3769228527638493e-06
50,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,3.6146811032075946e-05,4.353450410727404e-05,3.6632690458324085e-05,4.217291433564517e-05,2.231309207594053e-06,3.0454939269172915e-06,4.328648373768551e-05,3.22299865294127e-06,3.043851840515638e-06,3.309540773302506e-06
51,fca7a15f30776ebce9e6814eb927e837f567a518,3.739888566258481e-05,4.4245568649642464e-05,3.74048385063836e-05,4.441499177231396e-05,2.1870336466987546e-06,2.999200469009062e-06,4.446970279717511e-05,3.4140066517338705e-06,3.140518615231374e-06,3.4465618496745077e-06
52,26311ed7bf80e02c827189e80084602d72e4f284,3.632557974525718e-05,4.34511626159159e-05,3.566362169007526e-05,4.366676828765303e-05,2.1868939912901656e-06,3.0796893639192103e-06,4.42932987795306e-05,3.465216241161577e-06,3.186504322121099e-06,3.4325647850526537e-06
53,b5e01bcb668da0413170a886c258e00d2540e752,3.6667103733238606e-05,4.332938911947196e-05,3.7472535963114415e-05,4.307268001139164e-05,2.190035038346641e-06,2.9232971785984357e-06,4.504515472047799e-05,3.34866987370551e-06,3.0207481317406494e-06,3.3989674071495064e-06
54,ab30683fe1277a7fd471be63975a02ed8d766f94,3.648625837948373e-05,4.384087398648262e-05,3.5888636050570265e-05,4.370086125516314e-05,2.1560422774740853e-06,2.871554253033035e-06,4.3331228350619164e-05,3.409522320269815e-06,2.9274384563860707e-06,3.19123816467952e-06
55,3c89e2f913406f55b6e998017c1149e3ba383bcc,3.485361897327467e-05,4.097654598955086e-05,3.46680344905351e-05,4.0180744389702275e-05,2.0695199445252224e-06,2.8221243897895824e-06,4.273148996467481e-05,3.188053560249759e-06,2.8192572917778736e-06,3.1456266573561062e-06
56,590f07121dc55e6d9d9ce514887c9bbc253fb266,3.4904731798470674e-05,4.0715330113044626e-05,3.463949999838535e-05,4.0898428299322603e-05,2.189884263236356e-06,2.867144902378128e-06,4.1543375964677175e-05,3.2536111594063056e-06,2.91228931409486e-06,3.269620790789899e-06
57,872372bd56ccb5fe98faae8be7d14e4a8c69e037,3.4384424290480233e-05,4.16094597702903e-05,3.479562663225995e-05,4.1429333966771913e-05,2.09514990316549e-06,2.7859576082688445e-06,4.203130650925949e-05,3.176097807183326e-06,3.3310717202187053e-06,3.1556351514789404e-06
58,70a84c3192b4f231925e8e36f50d6a26bff3b46d,3.8187290492330676e-05,4.457853455226623e-05,3.820301729329349e-05,4.437367153141129e-05,2.2171545554018283e-06,2.9338223929091735e-06,4.473188249919162e-05,3.308555024064566e-06,2.9522748351069912e-06,3.3419747668520818e-06
59,9d416356baf4a653b2c647a921ae24ba7d39e8df,3.703657338094147e-05,4.3521040154529365e-05,3.73773368033249e-05,4.304888729851972e-05,2.3075893891741213e-06,2.962778370983486e-06,4.42344837388302e-05,3.3522108562344293e-06,3.097823794476683e-06,3.3013928910177364e-06
60,09dd75e9e2139bc9742e6009b7babe41d4c002df,3.724116611272743e-05,4.402717212408296e-05,3.7587469080531055e-05,4.38618749956463e-05,2.2285784442727974e-06,3.1878018297555068e-06,4.567194468728168e-05,3.4934824785183078e-06,3.1548740668271004e-06,3.4714079704008272e-06
61,85d64e375f53f6028519d3aaad0b421934dcbe24,3.8154482703324036e-05,4.4305953448157574e-05,3.846853114831725e-05,4.428223468011663e-05,2.3311194296135793e-06,3.1132243668969086e-06,4.478441115672227e-05,3.636129455121936e-06,3.053680370336228e-06,3.4244465013868978e-06
62,09e04dcbe3d0c836437b2d4745b353b256ec6265,3.624136469424118e-05,4.3008345367791825e-05,3.607850165256807e-05,4.265367330747204e-05,2.178481030809034e-06,2.938989627542971e-06,4.240683976681741e-05,3.3333579634873686e-06,2.957339776953182e-06,3.3548702599958084e-06
63,cdd7ab252988ff4254705e0a89874edeb5cea8eb,3.6831167836092714e-05,4.483971041130038e-05,3.6472805004450495e-05,4.371376733393028e-05,2.154917687951959e-06,3.018694490958573e-06,4.581128721722362e-05,3.295211750128981e-06,2.9112447734176354e-06,3.329507247503902e-06
64,06da877ceae914a875bd1a55cd8e271332358803,3.797112542392365e-05,4.520382706990252e-05,3.88382747284292e-05,4.44363556856458e-05,2.1975135566108736e-06,3.1867628233681714e-06,4.368419262182662e-05,3.427342794501437e-06,3.0556315020965945e-06,3.3918582731298457e-06
65,8529dfaaec65248420faffe095bac03c23881735,3.719007168160556e-05,4.6273514963726266e-05,3.792041907021642e-05,4.464984878664367e-05,2.209382914357279e-06,3.1347189799045365e-06,4.4814254102138726e-05,3.3172411965638848e-06,2.9179649896557337e-06,3.2971076420093916e-06
66,171a3e5811e43643788c20075be9ba52efb83b81,3.802291666298316e-05,4.351359649789581e-05,3.6435062065720564e-05,4.199087598235635e-05,2.22665254692097e-06,3.3426716575281e-06,4.26179744039917e-05,3.3776642834447016e-06,2.9811589379582246e-06,3.3277663621214377e-06
67,5bf9ab98edd254dee1162d6f1863053e040cf828,3.740605593934147e-05,4.429677003055893e-05,3.789590972600208e-05,4.326498806240052e-05,2.3293498447393482e-06,3.1164456271920257e-06,4.5340388403483966e-05,3.419950735064638e-06,3.078185453821649e-06,3.4736626073142804e-06
68,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,4.261731889463712e-05,4.9075809958874466e-05,4.207218234488905e-05,4.874767712826398e-05,3.2442761550417333e-06,4.153487066996113e-06,4.9054198186511075e-05,4.470541163467707e-06,4.013204371769962e-06,4.394399442344927e-06
69,37a1ad069a800f5ef98286f25fb3fb632375168d,4.004576014495726e-05,4.732569736357586e-05,4.0021429100958286e-05,4.7266764193798686e-05,4.062165216064198e-06,4.949933240546791e-06,4.7712052854584194e-05,5.1291493377091735e-06,4.7598603802294695e-06,5.327859323309736e-06
70,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,4.866641704990928e-05,5.5916492277264266e-05,4.895424224539763e-05,5.453175503814668e-05,3.6827975662835743e-06,4.5856662340367105e-06,5.796127349253389e-05,5.078993619476895e-06,4.660339933327633e-06,4.848613751976225e-06
71,044f5131450f38cdfbab63d6999b60e7e3bbabe5,4.416187976434549e-05,5.171367645669808e-05,4.4640546156397945e-05,5.161420673315521e-05,3.8319243184679645e-06,4.447781585161528e-06,5.234661828775903e-05,4.567321664254703e-06,4.195135520386289e-06,4.504878155993044e-06
72,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,4.255252023124294e-05,5.035029303250011e-05,4.2904431446062987e-05,5.086274027190899e-05,3.342035845539962e-06,4.543835621811882e-06,4.9621922731933984e-05,4.701597858317559e-06,4.547086013235552e-06,4.753181735656997e-06
73,53adf81bc503d749b13160a27e49160c5bbe48d7,4.257745417291799e-05,5.054008695457225e-05,4.347905894796784e-05,5.217741545054112e-05,3.287684193653806e-06,4.106280436907977e-06,5.2172490311543524e-05,5.042112263473122e-06,3.988144535303247e-06,4.4354936361979325e-06
74,49e00940a82f9590d774539cd188b634c29fc39f,4.208658995529613e-05,4.884405111725856e-05,4.062124421929744e-05,4.862247136257905e-05,3.1588562987074305e-06,4.094155592774933e-06,5.0411626734408175e-05,4.483065142293569e-06,3.959205353923628e-06,4.321345483222168e-06
75,7b9b41a4c7dbd7b719d62f343f57f841f5809693,4.171122587038722e-05,5.099847085942917e-05,4.1886571703488625e-05,5.131114215271059e-05,3.2599700236844055e-06,4.467787980128786e-06,5.2847120005026225e-05,4.412117324822598e-06,4.005335089620768e-06,4.562826594952323e-06
76,ae88e02a48c4744afd22c63be388870037f3c84c,4.2672895574925865e-05,5.0635057867246496e-05,4.2425232000823596e-05,5.0711861112718874e-05,3.449313406706609e-06,4.767508749261499e-06,5.1607086848641935e-05,4.684526063554429e-06,4.346901535414352e-06,4.807269833087613e-06
77,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,4.058211197141463e-05,4.791762276974103e-05,4.097246108832588e-05,4.876093079734086e-05,3.3291105075152257e-06,4.427886280233289e-06,4.9982254630002125e-05,4.546354105938714e-06,4.11506830781557e-06,4.7177876185179155e-06
78,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,4.361315810319686e-05,5.195173459913487e-05,4.381193697049983e-05,5.231781429063718e-05,3.4463577444332563e-06,4.313394304763333e-06,5.285140841716375e-05,4.541956176144165e-06,4.138174593141984e-06,4.5184249365216635e-06
79,a5e5e51187d4476841503ce816924ea99936dba0,4.422304489856529e-05,5.2183052637127206e-05,4.40027845162381e-05,5.0428018779789e-05,3.2510946156645123e-06,4.131365214878574e-06,5.2580825985048656e-05,4.4751903778050244e-06,3.995884994018352e-06,4.407143626168959e-06
80,b69cf68a24cffea0a884a102da1797755de8f022,4.1026528958414596e-05,4.8616190695103666e-05,4.1061590044421124e-05,4.8773651587702036e-05,3.609299401444611e-06,5.1269900349722755e-06,4.945537028896001e-05,4.796875000465661e-06,4.2949432015206725e-06,4.899809990889484e-06
81,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,4.2017846899680147e-05,5.041407345885453e-05,4.101238158554245e-05,4.974964418621777e-05,3.338941131202801e-06,4.905534095329684e-06,5.0436874996901475e-05,4.908516949757174e-06,4.402721422760073e-06,1.2594146340949279e-05
82,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,4.05107567604392e-05,4.855537161773526e-05,4.089272428575114e-05,4.763363636315758e-05,3.542456337098735e-06,5.186443943173609e-06,4.9369954133933355e-05,5.275133350735364e-06,4.534622645639865e-06,4.8205096157257096e-06
83,0ce156413feb21a4f2a8eae3b1cd954d04240edd,4.2640945100049746e-05,5.001529492893844e-05,4.2028788762524016e-05,5.017340231990052e-05,3.728289898956878e-06,5.010676651645039e-06,5.170694975968914e-05,5.021626892202684e-06,5.160690104696297e-06,5.483987449418341e-06
84,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,4.208880191771851e-05,4.978429398795049e-05,4.141958846118471e-05,4.9099211108922544e-05,3.3767324123225527e-06,4.38831572417676e-06,5.070713270375322e-05,4.638323796207822e-06,4.691311116226454e-06,5.854135714808752e-06
85,a6b4b2bdd6baf2afde27284097426e93912452e9,3.979820419994462e-05,4.9910211016866166e-05,4.095155917991865e-05,4.8764347538065935e-05,3.1981670103488007e-06,4.157395817814205e-06,5.0068272927142104e-05,4.537268062095643e-06,4.073989076512477e-06,4.540966831302439e-06
86,c8a5ff07e5bda47eab870671634b107da5ab7934,4.1007148700231364e-05,4.854407742906947e-05,4.0736628258033905e-05,4.74526659350902e-05,2.1371740292027307e-06,3.7991715382832485e-06,4.7990619471186945e-05,3.5990213550125245e-06,3.6116630762416144e-06,3.936179583131329e-06
87,fafd123410f1ad5c47341c66d8ea4cf541165e77,3.71616870758035e-05,4.449354320908384e-05,3.689595890336184e-05,4.397247541091332e-05,2.1260022953837923e-06,2.8869388999143136e-06,4.481890163870198e-05,3.226758584854375e-06,2.9019199949358067e-06,3.1368464210205066e-06
88,9765987c2ade250c82bfeaba49d1f9301211d63a,4.211700196698419e-05,5.1744465857088316e-05,4.31566586339029e-05,5.009268396054911e-05,2.3045474059936675e-06,3.142081604176727e-06,5.126718483401531e-05,3.865561954829752e-06,3.505648929622249e-06,3.4710839647595086e-06
89,dbf37449935bced333a3999afa860aaf304ab1a1,4.248523533426444e-05,4.951657240892175e-05,4.2454492274678985e-05,4.9695583387605244e-05,2.133552733970359e-06,2.8897013240771382e-06,5.086716590007829e-05,3.37088390881929e-06,2.986491581422367e-06,3.2571016653626937e-06
90,5e84ac2bf2085d438da2d0dae5d370c4389bbdca,4.059442886664124e-05,4.824868894906508e-05,4.052661522031938e-05,4.8676446437769165e-05,2.153939095552306e-06,3.039266540058972e-06,4.9967189961871894e-05,3.3653264883662513e-06,3.002761276898898e-06,3.3060498574917557e-06
91,c70bff83e452c9b76b7f5de2e6811b800d4f72cf,4.2853717847416795e-05,5.007100995805225e-05,4.328519594399076e-05,5.025251842223517e-05,2.2444913246120776e-06,3.075517452089116e-06,5.112366485517732e-05,3.486134937194348e-06,3.1421679644245926e-06,3.314373122100092e-06
92,b4fd7a79bc55f17f301d219492528e6f5f40c6f0,4.052780056547345e-05,4.902141885034874e-05,4.0420793834007314e-05,4.784080348534709e-05,2.1700388308346443e-06,3.0199440892909036e-06,4.9530275017869746e-05,3.4660612881092998e-06,3.0884741205875184e-06,3.2967430760811366e-06
93,0311c93c8c43cd913303c529673d69575901475e,4.0300367747958025e-05,4.9455220620189835e-05,4.1229692331673403e-05,4.878033614496078e-05,2.035169664451014e-06,2.910120834459192e-06,4.964412791048025e-05,3.2856609095028505e-06,2.9202455414399023e-06,3.1813644024708626e-06
94,adf50b93d76fa55d03ccbc4910602cda23b32c7d,4.098645083352246e-05,4.957776611924849e-05,4.189054216739946e-05,4.8920317649472134e-05,2.034610221704823e-06,2.8297637850115254e-06,5.047643877469668e-05,3.2829189145397736e-06,2.9001117675009755e-06,3.1664131893704517e-06
