,hash,"arg_kwarg-(array(1.), array(2.))","arg_kwarg-(array(1.), array(2.), array(3.))","arg_kwarg-(array(1.), array(2.), out=array(3.))","arg_kwarg-(array(1.), array(2.), out=(array(3.),))","arg_kwarg-(array(1.), array(2.), out=array(3.), subok=True, where=True)","arg_kwarg-(array(1.), array(2.), subok=True)","arg_kwarg-(array(1.), array(2.), subok=True, where=True)","arg_kwarg-(array(1.), array(2.), array(3.), subok=True, where=True)"
10,1c50f244d4d1eba4f3f63e93a05a2b2f938685a4,1.6841219871696098e-06,1.4454186315017009e-06,1.7014417960583082e-06,1.610884884305779e-06,1.924247458761238e-06,2.0201998301297538e-06,2.1470528416204708e-06,1.8282092779786828e-06
11,fca7a15f30776ebce9e6814eb927e837f567a518,1.6346280745429131e-06,1.4758312498982468e-06,1.8003289902904877e-06,1.7383079237884144e-06,2.047566611625907e-06,2.0385307648240134e-06,2.144700058032626e-06,1.935509722483907e-06
12,26311ed7bf80e02c827189e80084602d72e4f284,1.5217155510961174e-06,1.4581338224729495e-06,1.5681550032401485e-06,1.5256548142371877e-06,1.6623769777918892e-06,1.7503651988923092e-06,1.8155591200223043e-06,1.6962254491295074e-06
13,b5e01bcb668da0413170a886c258e00d2540e752,1.6281186569475296e-06,1.4333611466039688e-06,1.5981138177498722e-06,1.5318933358451942e-06,1.7046122405465536e-06,1.808382298774803e-06,1.8502614693716168e-06,1.6687316046551725e-06
14,ab30683fe1277a7fd471be63975a02ed8d766f94,1.6158065067331427e-06,1.4784388490903825e-06,1.5771512148523815e-06,1.5060462476511818e-06,1.6937383813120814e-06,1.806628866965868e-06,2.475213793217241e-06,1.7617479085835607e-06
15,3c89e2f913406f55b6e998017c1149e3ba383bcc,1.5612710480500929e-06,1.4563052420935214e-06,1.6118648763890827e-06,1.5726207978013621e-06,1.7104150882198659e-06,1.7408472802960155e-06,1.769834434328101e-06,1.6464074387946902e-06
16,590f07121dc55e6d9d9ce514887c9bbc253fb266,1.6269290810606319e-06,1.5172624758803578e-06,1.6392453266458478e-06,1.5539751079535108e-06,1.7286650120912574e-06,1.8452019301924477e-06,2.6414326699203945e-06,2.489652521860277e-06
17,872372bd56ccb5fe98faae8be7d14e4a8c69e037,1.5500133758628215e-06,1.4475988246633298e-06,1.524104429053635e-06,2.1404867626887523e-06,1.5950597720200757e-06,1.7043031122371076e-06,1.717270821966885e-06,1.6065862714880818e-06
18,70a84c3192b4f231925e8e36f50d6a26bff3b46d,1.607237656797844e-06,1.5305341292557053e-06,1.6048716680746946e-06,1.6463189281889104e-06,1.7249696158014998e-06,1.803774250826488e-06,1.8761396188400314e-06,1.643454744784918e-06
19,9d416356baf4a653b2c647a921ae24ba7d39e8df,1.627682992675406e-06,1.4912053958213418e-06,1.5837202618534466e-06,1.5096147417819174e-06,1.7110344083704057e-06,1.8449716291507092e-06,1.8895968020764842e-06,1.986435978169892e-06
20,09dd75e9e2139bc9742e6009b7babe41d4c002df,2.48066005777885e-06,2.1755582495302876e-06,2.8919628395949703e-06,1.970635682120648e-06,2.3455341869722735e-06,2.4860246126240404e-06,2.515534038554599e-06,2.232578759226269e-06
21,85d64e375f53f6028519d3aaad0b421934dcbe24,1.6011587566094507e-06,1.4473837466519301e-06,1.543767219212854e-06,1.4814913846944988e-06,1.647174702105608e-06,1.7711592821862416e-06,1.8007853526162753e-06,1.6265792528596676e-06
22,09e04dcbe3d0c836437b2d4745b353b256ec6265,1.571812354717296e-06,1.430951832126097e-06,1.5329007846608941e-06,1.467054426178847e-06,1.626249618083495e-06,1.793690528999333e-06,1.817178357883423e-06,1.6382768935492195e-06
23,cdd7ab252988ff4254705e0a89874edeb5cea8eb,1.5358680547065222e-06,1.396900807912965e-06,1.5621453207894634e-06,1.5463334525747518e-06,1.613912129769834e-06,1.7165611157188695e-06,1.7577514729474145e-06,1.5940130600307946e-06
24,06da877ceae914a875bd1a55cd8e271332358803,1.5180874454533414e-06,1.4170772274799806e-06,1.5516124214843065e-06,1.4737323269349174e-06,1.6734231370921355e-06,1.719448280224771e-06,1.7313494624266055e-06,1.638835828211359e-06
25,8529dfaaec65248420faffe095bac03c23881735,1.5452037013544407e-06,1.3798372873004004e-06,1.5431205931732773e-06,1.4674857503700491e-06,1.6140302742400206e-06,1.7079777088657274e-06,1.752792970524152e-06,1.5716633433807521e-06
26,171a3e5811e43643788c20075be9ba52efb83b81,1.692617496191557e-06,1.4555886235583455e-06,1.562231886258453e-06,1.5442995853283306e-06,1.6581434257093223e-06,1.838064815736968e-06,1.8988664891825483e-06,1.625592840854025e-06
27,5bf9ab98edd254dee1162d6f1863053e040cf828,1.6427074116955545e-06,1.6240675071022856e-06,1.9687991285741942e-06,1.9335161027898578e-06,2.074354443955645e-06,2.1966359814983512e-06,2.300174549436828e-06,2.177492367821056e-06
28,9776a73cee9eaaff6af40e971fa2bb7f8f1086c5,1.7234149167064308e-06,1.4698315878558387e-06,1.5409364639239607e-06,1.500962234001417e-06,1.6255631614185895e-06,1.8963772244005017e-06,1.941193953207007e-06,1.6433024997252223e-06
29,37a1ad069a800f5ef98286f25fb3fb632375168d,1.7789150815290377e-06,1.4807107072752879e-06,1.5765658047453821e-06,1.5200003051579318e-06,1.6122443249187926e-06,2.0981779746059386e-06,2.168015094421694e-06,1.6778112571813268e-06
30,1cb2230bb1bfb9b2544dab798dffeedce64ad39f,1.8737985030270465e-06,1.535076540773134e-06,1.6547602491804616e-06,1.577997175791205e-06,1.7566662963546546e-06,1.906164837699882e-06,1.984363637253934e-06,1.7605917013415205e-06
31,044f5131450f38cdfbab63d6999b60e7e3bbabe5,1.7721114124524416e-06,1.4429571644734792e-06,1.6809546828418203e-06,1.5024806974204807e-06,1.6795881733739987e-06,1.9180259192728744e-06,1.9783711970189414e-06,1.7268721819691962e-06
32,dc089026b4ad0d2d9ea992c7f1b9b5e716dd82cd,1.7239888205516218e-06,1.4889119248362522e-06,1.6504436264953012e-06,1.5924883224600094e-06,1.8154690555908795e-06,1.961754962722323e-06,2.0350422318821954e-06,1.789402362375217e-06
33,53adf81bc503d749b13160a27e49160c5bbe48d7,1.7890934066348082e-06,1.4140967749333493e-06,1.578184641072188e-06,1.541137453222503e-06,1.7302257280175487e-06,1.916885220878456e-06,1.9784115417197152e-06,1.6454996870264117e-06
34,49e00940a82f9590d774539cd188b634c29fc39f,1.8309192944335979e-06,1.4407067876936473e-06,1.6262003104529312e-06,1.547875569633849e-06,1.7162890677484957e-06,2.0386600822337175e-06,2.0315964309456887e-06,1.6968527872169723e-06
35,7b9b41a4c7dbd7b719d62f343f57f841f5809693,1.6516810498209837e-06,1.4104393775885055e-06,1.4867208302697767e-06,1.4153264441253651e-06,1.6068303271795123e-06,1.8563067614532416e-06,1.8830296456974163e-06,1.6104694753791434e-06
36,ae88e02a48c4744afd22c63be388870037f3c84c,1.6805182794300526e-06,1.3807343966884396e-06,1.51190305986195e-06,1.4174553616710218e-06,1.5818655912371856e-06,1.8295767971870535e-06,1.8934049793312343e-06,1.6060969879553762e-06
37,0aeab48b9e914d1dc7041b7e3f3b7e575ffcbbed,1.7890094849856404e-06,1.5328210480404288e-06,1.5996933089230548e-06,1.5463781434851616e-06,1.696291633208687e-06,2.1406180547566553e-06,2.1331370250695566e-06,1.7683738003187712e-06
38,c18b3f59b5f5752ab038224fd3bdf2dadba55ecf,1.7268700217425941e-06,1.4532645029268348e-06,1.5973059380148469e-06,1.484969380427302e-06,1.7186292258825441e-06,1.9044455951940415e-06,1.962571880182692e-06,1.6597581998433215e-06
39,a5e5e51187d4476841503ce816924ea99936dba0,1.7578932720221693e-06,1.3076185258836472e-06,1.4666372898664822e-06,1.4036317591064573e-06,1.5670741273267604e-06,1.9422672678119454e-06,1.991439922033844e-06,1.5168115222594205e-06
40,b69cf68a24cffea0a884a102da1797755de8f022,1.738720784062529e-06,1.4070656566364267e-06,1.6235830997467741e-06,1.5332445171773134e-06,1.7583215529601398e-06,1.9922812912285197e-06,2.0519737760924644e-06,1.7523957341256183e-06
41,ee3e17a7c3e3efdeafe907b394de56aed01a70e0,1.8803755375924804e-06,1.4184785571475634e-06,1.654271176487616e-06,1.5681033927324341e-06,1.7842581862955757e-06,2.1150167883933456e-06,2.2452077289744235e-06,1.7156759540995994e-06
42,c71ce0e6dbd9ec67b3ac7fb5ac3eb609f8a56829,2.3967303851224834e-06,1.7808469440511392e-06,1.5172627474192486e-06,1.9414508302081356e-06,1.580842220287296e-06,2.027886666983862e-06,2.0576069441912035e-06,1.6195090371394472e-06
43,0ce156413feb21a4f2a8eae3b1cd954d04240edd,1.9012497195154023e-06,1.3586488851970694e-06,1.5175800404472157e-06,1.4785575321269232e-06,1.6557742720362964e-06,2.1469543017772388e-06,2.238270271486717e-06,1.6244026364349242e-06
44,7e3fd81c039b0e22715c4e6eb63439bdf5a620bf,1.9144278260648478e-06,1.5694210833963994e-06,1.7174785908014263e-06,1.6813654113272591e-06,1.7905597889736888e-06,2.208742018613016e-06,2.2439558452334536e-06,1.8072891576014446e-06
45,a6b4b2bdd6baf2afde27284097426e93912452e9,1.8489612083076698e-06,1.4669296794278648e-06,1.6384497578566131e-06,1.7466527881724165e-06,1.7527353889243997e-06,2.0532379166929153e-06,2.133918164304305e-06,1.7471853229565978e-06
46,c8a5ff07e5bda47eab870671634b107da5ab7934,2.294585544994946e-06,1.4278208619056801e-06,1.6348467926652905e-06,1.5684940873866137e-06,1.7281356624620751e-06,2.037952219017775e-06,2.114733853075248e-06,1.7429697631094114e-06
47,fafd123410f1ad5c47341c66d8ea4cf541165e77,1.7045403519189654e-06,1.3997414688117352e-06,1.5858497502253234e-06,1.4957542839805639e-06,1.7037612915351982e-06,1.9775036755542564e-06,2.051187476045842e-06,1.7270225198777131e-06
48,9765987c2ade250c82bfeaba49d1f9301211d63a,1.7065858878620477e-06,1.4434729978989984e-06,1.654195731587722e-06,1.5420881516015439e-06,1.7712463907363452e-06,1.956978946343364e-06,2.0415775516272733e-06,1.7224363630202717e-06
49,dbf37449935bced333a3999afa860aaf304ab1a1,1.804101106736361e-06,1.566917446553659e-06,1.7233020375874666e-06,1.6572221882501924e-06,1.831955623427254e-06,2.012602141110948e-06,2.0558802472776423e-06,1.7907434107547781e-06
50,e1863f3582e3e8870205f8a9d1ed1cef1bf536b4,1.7469679564966275e-06,1.5378298809471284e-06,1.739415896460612e-06,1.7159379080111032e-06,2.315454800803132e-06,2.533439943672588e-06,3.3285249487890568e-06,2.0824606723327535e-06
51,70f4309a155808d3a60a9a71db2d9482c1ec3ad7,2.0378890890129915e-06,1.9039737314015084e-06,2.249001080617474e-06,2.0037259937364813e-06,2.34700774466451e-06,2.5344816233788338e-06,2.530755266665772e-06,1.7807126888671585e-06
52,bb6b86e2afe88b371badfcefe298945002e47006,1.8780279307154847e-06,1.368206664348534e-06,1.6320671781525364e-06,1.5258950073459935e-06,2.3184675183746474e-06,2.091458669969519e-06,2.148321413908619e-06,1.6529407026181891e-06
53,5c3762157a0cd7a6a036a2144a5fbfc5278a919d,1.7342561142953793e-06,1.3872967549913175e-06,1.5891910921163826e-06,1.5585905504728663e-06,1.7125720081912094e-06,2.0027682704510205e-06,2.0431719036957906e-06,1.6722205613422096e-06
54,e0ffe3572b37190d9da5b1d07057e4e038bd3197,1.6908307194183247e-06,1.4396843239995319e-06,1.584917471423609e-06,1.5407473863978453e-06,1.681027062666688e-06,1.9446560786801182e-06,2.6107603491001656e-06,1.6634443770904491e-06
55,cfb6a4d88d88307d507a86d1d70cd7d84c611406,1.8529318287723085e-06,1.6577203806046016e-06,2.2220110276371402e-06,2.1074476522700705e-06,2.3489288398356706e-06,2.491535294236225e-06,1.9928966256882684e-06,2.323536777530023e-06
56,d4f7d9e215773e979eb43a1e5a3cbb51f96bd09d,1.5649199271707267e-06,1.6302634959860723e-06,2.4364414996965215e-06,2.5748908290668514e-06,2.909735846335105e-06,2.5201493550604115e-06,2.770472165263943e-06,1.8042184494490832e-06
57,bec2b07db5c999721d2d2c10334f3afe78aaadd9,1.5460113501127094e-06,1.4747838982772744e-06,1.5760626080722675e-06,1.5184172541154267e-06,1.7091959616408557e-06,1.7450102516871744e-06,1.8030143050605062e-06,1.7194706971946868e-06
58,5ca0ef6272ef3eabe2feb4049b7cb05a52516495,1.5769454803501837e-06,1.4849005625172262e-06,1.6620585997045357e-06,1.6055745461610166e-06,1.779878836700533e-06,1.790787417335463e-06,2.5371742895159314e-06,2.208852292928643e-06
59,cb557b79fa0ce467c881830f8e8e042c484ccfaa,1.6194730882668015e-06,1.56364190420807e-06,1.672821401221186e-06,1.620152901581245e-06,1.798253736330957e-06,1.8991296744701308e-06,1.9626953933355e-06,1.8420195820505094e-06
60,badbf70324274bdb4299d8c64d3d83a26be2d4c0,1.5414400946434381e-06,1.4064571889599432e-06,1.601538867707291e-06,1.539277297420309e-06,1.681774176653361e-06,1.768878186172107e-06,1.8090072234535614e-06,1.6527189178404602e-06
61,4c780c2d4b35a54cf45ca7d931efcaca73d0bf24,1.1841521859783308e-06,1.0019208028570935e-06,1.3432395825848452e-06,1.3126659731913603e-06,1.4253121918693025e-06,1.5435274165428766e-06,1.5754059594930662e-06,1.8129300337081232e-06
62,3c91a3e1704c8aa7f1258aa30892040df9d952f4,1.2580858648633886e-06,1.039740106518315e-06,1.334686767716616e-06,1.3157138123460755e-06,1.5967494952784544e-06,2.6702804650065377e-06,2.7398508665452153e-06,1.723159588415131e-06
63,fe3d717080e812383900507168a6bd7093c4e434,1.3857821939790456e-06,1.2182983787936338e-06,1.5528302696515415e-06,1.5094141311041205e-06,1.658458797492199e-06,1.86563752642371e-06,1.8848085387503628e-06,1.6276270490094856e-06
64,0cb9f7f7aa8f4255fafb5431dcc595ce183bc376,1.4207557898513753e-06,1.2662311785698241e-06,1.6042001876379803e-06,1.543987131191988e-06,1.7011029293662611e-06,1.774627361075244e-06,1.8052547415506957e-06,1.6596619511158285e-06
65,e69faef03428b82f5651a5fb521610ddea2bd22a,1.375800444561188e-06,1.1920311985210083e-06,1.491637957418816e-06,1.4678100477451445e-06,1.592754641320637e-06,1.6984442176941254e-06,1.7099255116651399e-06,1.565186192518539e-06
66,092905febd53742d2a700322f88b652d6a5fd4fb,1.41175727068287e-06,1.2491070841729657e-06,1.6292509112489207e-06,1.595010134193925e-06,1.7132035083442926e-06,1.8659112190643128e-06,1.915667587888405e-06,1.6679120041779642e-06
67,6cd4b015dfd512fb4bc9d2e06a0f0cef4503582b,1.314002837286447e-06,9.41347454499919e-07,1.2345685838903012e-06,1.1997456329259377e-06,1.6366825721469253e-06,1.8776164241981777e-06,1.990514997832561e-06,1.6008261971386062e-06
68,3544fae2859d8ecac378b9ddc8f909c69455a831,1.1720148548486697e-06,1.0022976310587749e-06,1.2934003056742544e-06,1.2815363201840691e-06,1.4058723568290585e-06,1.5526440247074752e-06,1.5575609161969307e-06,1.3234503914655995e-06
69,05fcb6544f72ea173011a77cee14d72979ffe293,1.4563954778667279e-06,1.4275336923381797e-06,2.049355503120937e-06,2.0126686074872425e-06,2.9849864709132934e-06,2.8070977900054198e-06,3.3936463645739233e-06,2.4667857000994815e-06
70,f4ef0fd5d97afc7788c46eb51889e90623f5577e,1.2706821032196267e-06,9.856626912925322e-07,1.2792119538670039e-06,1.254515196905725e-06,1.3844334687830569e-06,1.5973773910392852e-06,1.663868039361473e-06,1.3022876207348362e-06
71,5cc7ef066fca7a821a2160b095578384c301ae3c,1.4824822230130765e-06,1.0487941459953182e-06,1.552972688304263e-06,1.4019183547760668e-06,1.6025731143257509e-06,1.762073062913886e-06,1.791458139081328e-06,1.5717501350243924e-06
72,c6d2aae8a92371bc9f7ddda990176fb014adb0d7,1.5135121261089913e-06,1.1615068492922213e-06,1.5358713656756248e-06,1.4764348836293334e-06,1.6096400393881502e-06,1.874498690785018e-06,1.8946954951192314e-06,1.4964951143574867e-06
73,e3b831cd85e2f4d73b0db8e8d501828b50a96c64,1.5635013716781663e-06,1.0348265323652579e-06,1.5295324554902496e-06,1.4590408611809623e-06,1.5297624665620783e-06,1.9246306089340938e-06,1.9656853025223e-06,1.4405155077858027e-06
74,b3a7a69a198a8385735584b88408c91a1eef5a4b,1.5348006039271882e-06,1.0677101639894536e-06,1.4903179602534923e-06,1.366345351797672e-06,1.5603205550879358e-06,1.8572246635261915e-06,1.8656869420918629e-06,1.4372405938556466e-06
75,bc6a6084f6e49bd78c12508131395304a63cc6ca,1.4425743322367627e-06,9.889307536947034e-07,1.3931199770370261e-06,1.2873331851275436e-06,1.5130135251058622e-06,1.966858106859088e-06,1.9201518198063966e-06,1.3578070371633657e-06
76,c0d36c88b8b525f5869eefd893d1d77ffe41903e,1.3071300279606238e-06,9.287738836320379e-07,1.2199639425038614e-06,1.189589238082859e-06,1.2883160158666276e-06,1.6556512371169406e-06,1.692957006538367e-06,1.2489160940141685e-06
77,bcdfd208a9b99036cc6e379180c3242b08dedc47,1.3848689631541285e-06,9.352427732665092e-07,1.2448135536157293e-06,1.191306261948339e-06,1.3367946438954966e-06,1.771526284229578e-06,1.8239583474875755e-06,1.2733531134708898e-06
78,49c560c22f137907ea6a240591e49b004f28444b,1.3905300255111448e-06,9.460314084373584e-07,1.2742202590470496e-06,1.2273437497006617e-06,1.354858610426929e-06,1.7893505793162816e-06,1.8338844993179452e-06,1.3095597862380677e-06
79,45fb3a28100d509b695f432cf100f36f0e4c2f9f,1.3021152390330712e-06,9.84430748035818e-07,1.247827931317057e-06,1.2250138435112954e-06,1.3216995655239314e-06,1.686648560451869e-06,1.7014872061636448e-06,1.3095460679435297e-06
80,273b7fe0a94ae3a8ac96f4b34a396a8d3584c210,1.4148734584192195e-06,9.607418420125966e-07,1.2687565474397484e-06,1.2223981322871411e-06,1.3684356527343658e-06,1.8042240479660014e-06,1.8566675472061692e-06,1.3122907608639118e-06
81,8840d950e0eedf2eadb96d9867d8f8341e51aaac,1.37027317047907e-06,1.001385071355402e-06,1.2812092724381929e-06,1.2360114074006238e-06,1.35104719461217e-06,1.6802126137722754e-06,1.7181783779511241e-06,1.2785344834214653e-06
82,9d9cc5ca473d52eeda693a254fc0a1cbd4f4f1c4,1.6198823400331997e-06,1.1474504564860577e-06,1.5932798930735359e-06,1.4612760176193168e-06,1.7013739783752167e-06,2.07808543382744e-06,2.055430160746578e-06,1.557456859343727e-06
